game_result,RS,RA,PA,AB,H,second_base,third_base,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,batters_number,LOB,IP,Hits_allow,Runs_allow,ER,UER,BB_allow,SO_pitch,HR_allow,HBP_pitch,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB_allow,CS_pitch,AB_pitch,allow_2B,allow_3B,IBB_allow,SH_allow,SF_allow,ROE_allow,GIDP_allow,pitchers_number,game_location,rank
0,1,5,37,36,9,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0.251,0.328,0.432,0.761,14,9,9.0,11,5,5,0,3,10,0,0,4.95,40,145,95,2.0,1.0,0,0,37,4,0,0,0,0,1,2,4,1,4
1,2,1,31,29,5,0,0,0,0,2,0,11,0,0,0,1,1,0,0,0.249,0.326,0.425,0.751,13,5,9.0,9,1,1,0,3,13,0,0,4.82,38,159,104,4.0,0.0,2,0,34,0,0,0,1,0,0,0,4,1,4
0,2,4,36,33,6,1,1,1,2,3,0,12,0,0,0,0,0,1,0,0.247,0.323,0.423,0.746,13,7,8.0,6,4,4,0,1,10,2,0,4.81,30,127,86,1.0,1.0,0,1,29,1,0,0,0,0,0,0,3,0,4
1,10,8,43,38,13,0,0,3,7,2,1,8,1,1,1,1,1,0,0,0.25,0.325,0.429,0.754,18,6,9.0,12,8,8,0,5,8,0,0,4.91,45,184,116,1.0,0.0,0,0,38,6,0,0,1,1,2,1,5,0,4
0,1,7,34,32,6,0,0,1,1,2,0,9,0,0,0,0,0,0,1,0.248,0.323,0.424,0.747,12,6,8.0,8,7,5,2,5,11,0,0,4.93,39,168,106,1.0,0.0,1,0,34,3,0,1,0,0,2,0,3,0,4
0,3,5,36,31,5,0,0,2,3,2,0,10,2,1,0,1,1,1,0,0.246,0.321,0.423,0.744,16,6,8.0,11,5,3,2,3,13,0,0,4.89,41,178,108,4.0,2.0,1,0,36,3,0,0,0,1,2,0,4,0,4
0,0,6,36,32,5,0,0,0,0,3,0,10,1,0,0,1,1,0,0,0.244,0.319,0.415,0.735,14,9,8.0,8,6,6,0,5,12,0,1,4.94,37,149,86,4.0,2.0,0,0,31,1,0,1,0,0,0,1,4,0,4
0,3,7,37,34,8,2,0,0,3,1,0,15,0,0,2,1,0,0,0,0.243,0.317,0.412,0.729,16,7,8.0,11,7,4,3,6,7,3,0,4.92,42,182,100,0.0,0.0,2,0,36,2,0,0,0,0,1,0,5,0,4
1,6,0,40,35,9,2,0,1,6,3,0,7,1,1,0,2,0,2,1,0.244,0.318,0.412,0.729,12,7,9.0,6,0,0,0,4,9,0,1,4.79,36,146,92,2.0,0.0,0,0,31,0,0,0,0,0,0,2,3,0,4
0,0,5,34,31,4,0,0,0,0,2,0,7,1,0,0,0,0,0,0,0.241,0.315,0.405,0.72,14,7,8.0,9,5,5,0,4,6,3,0,4.81,37,163,105,1.0,0.0,2,0,33,1,1,1,0,0,0,0,5,0,4
1,5,2,36,33,7,1,0,1,5,2,0,10,0,1,0,0,0,0,0,0.24,0.314,0.403,0.717,14,4,9.0,5,2,2,0,2,8,1,2,4.74,35,139,93,0.0,0.0,0,0,31,1,0,0,0,0,0,1,3,0,4
0,0,6,29,28,1,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0.236,0.309,0.396,0.705,13,2,8.0,7,6,6,0,4,8,1,1,4.78,36,148,96,1.0,0.0,1,0,28,1,0,1,2,1,0,0,4,0,4
0,2,6,32,30,5,1,0,1,2,1,0,9,1,0,0,0,2,0,0,0.235,0.307,0.394,0.701,14,3,9.0,8,6,6,0,5,5,2,0,4.81,39,136,82,2.0,1.0,0,0,34,1,0,0,0,0,0,1,4,1,4
1,5,1,33,31,9,3,0,1,5,2,0,5,0,0,0,0,1,0,1,0.236,0.308,0.396,0.704,10,4,9.0,4,1,1,0,1,13,0,0,4.72,32,122,84,0.0,0.0,0,0,30,1,0,0,1,0,0,0,2,1,4
1,7,6,40,35,12,3,0,1,6,5,1,8,0,0,0,0,1,1,0,0.238,0.31,0.399,0.709,18,9,9.0,11,6,6,0,2,10,1,0,4.75,40,161,109,2.0,0.0,0,0,38,2,0,0,0,0,0,0,7,1,4
0,6,14,44,38,13,3,0,1,5,5,0,5,1,0,0,0,1,1,0,0.241,0.314,0.402,0.715,18,11,9.0,18,14,14,0,7,11,6,2,4.96,52,217,139,1.0,0.0,0,0,43,1,0,0,0,0,0,2,6,1,4
1,5,2,39,33,11,3,0,1,5,5,1,7,0,1,0,0,0,1,1,0.243,0.316,0.404,0.72,11,10,9.0,4,2,1,1,0,8,1,0,4.87,29,100,75,0.0,0.0,0,0,29,0,0,0,0,0,0,1,2,1,4
0,5,6,37,35,9,1,0,2,5,2,0,7,0,0,0,0,0,0,0,0.243,0.316,0.405,0.721,15,5,9.0,9,6,5,1,5,7,1,2,4.88,42,157,88,0.0,0.0,0,0,32,3,0,0,1,2,1,2,5,1,4
0,3,5,38,32,7,2,0,1,3,5,0,6,1,0,0,0,2,0,0,0.243,0.316,0.405,0.721,15,8,8.0,8,5,4,1,4,11,2,1,4.87,37,152,97,1.0,1.0,0,0,32,2,0,1,0,0,0,0,4,0,4
0,5,6,37,32,8,2,0,2,5,3,1,9,0,2,0,0,0,1,1,0.243,0.316,0.407,0.723,16,5,8.2,8,6,6,0,4,7,2,2,4.9,38,137,79,2.0,1.0,0,0,32,1,0,0,0,0,0,2,6,0,4
0,1,6,33,30,3,0,0,1,1,3,0,10,0,0,0,0,0,0,0,0.24,0.314,0.403,0.717,15,5,8.0,7,6,6,0,4,11,1,1,4.93,37,152,103,2.0,2.0,0,0,32,4,0,1,0,0,0,0,6,0,4
0,4,6,40,37,13,4,1,0,3,3,1,11,0,0,0,0,2,2,0,0.243,0.316,0.405,0.721,12,9,8.0,7,6,5,1,3,8,1,1,4.94,34,125,81,0.0,0.0,1,1,28,1,0,1,0,2,0,0,2,0,4
1,12,10,43,37,14,4,0,4,11,5,0,8,1,0,0,1,2,0,0,0.246,0.319,0.414,0.733,18,7,9.0,15,10,10,0,3,7,3,2,5.05,48,178,107,1.0,1.0,0,0,43,2,0,0,0,0,2,1,7,1,4
1,5,0,36,30,7,2,0,0,4,5,0,3,1,0,0,0,1,0,0,0.246,0.32,0.412,0.732,9,7,9.0,4,0,0,0,1,5,0,0,4.95,29,116,70,,,0,0,28,1,0,0,0,0,0,3,1,1,4
1,9,6,43,39,15,4,1,1,9,2,1,5,1,0,1,1,0,0,0,0.249,0.322,0.416,0.738,14,10,9.0,11,6,6,0,5,8,1,0,4.97,41,169,103,1.0,1.0,0,1,35,3,0,1,1,0,0,1,5,1,4
0,2,3,34,30,5,2,0,0,2,3,0,5,0,0,1,0,1,0,0,0.247,0.32,0.413,0.734,15,5,9.0,9,3,1,2,2,9,0,1,4.89,40,154,115,0.0,0.0,0,0,35,2,0,0,1,1,2,0,5,1,4
1,5,4,44,35,11,2,0,1,5,6,1,8,2,1,0,0,0,1,0,0.249,0.323,0.414,0.737,12,12,9.0,8,4,4,0,3,16,1,1,4.88,39,152,98,0.0,0.0,1,0,34,1,0,1,0,1,0,0,3,0,4
1,14,4,49,41,15,2,2,2,14,6,0,8,1,0,1,0,0,1,0,0.251,0.326,0.419,0.745,11,8,9.0,6,4,4,0,1,13,1,0,4.86,34,135,90,0.0,0.0,0,0,33,0,0,0,0,0,0,0,2,0,4
0,3,9,36,32,7,1,0,1,3,3,0,10,0,1,0,0,1,0,0,0.251,0.325,0.418,0.743,14,6,8.0,15,9,7,2,2,4,1,0,4.91,41,142,87,2.0,0.0,1,0,38,2,0,1,0,1,1,0,4,0,4
1,5,2,37,35,8,0,0,3,5,2,0,8,0,0,0,0,0,1,0,0.25,0.324,0.419,0.744,15,5,9.0,8,2,2,0,4,8,1,0,4.86,38,161,95,2.0,0.0,0,0,33,1,0,0,1,0,1,3,5,0,4
1,4,1,40,34,9,2,0,0,4,5,1,8,0,1,0,0,1,0,0,0.25,0.325,0.418,0.743,10,9,9.0,3,1,1,0,1,16,0,1,4.79,32,133,94,0.0,0.0,0,0,30,3,0,0,0,0,0,0,2,0,4
1,9,5,39,32,9,5,0,3,9,6,0,6,1,0,0,0,1,0,0,0.251,0.326,0.423,0.749,16,6,9.0,8,5,5,0,3,11,1,1,4.79,39,167,112,2.0,0.0,0,1,35,1,0,0,0,0,1,0,5,1,4
1,6,4,37,33,9,3,0,1,5,3,0,8,0,0,1,3,1,0,1,0.251,0.326,0.423,0.749,16,7,9.0,11,4,4,0,1,13,3,0,4.78,38,136,94,0.0,0.0,0,0,37,0,0,0,0,0,0,0,5,1,4
0,4,5,35,32,4,2,0,1,4,3,0,11,0,0,0,1,0,0,0,0.249,0.324,0.421,0.745,15,4,8.0,6,5,3,2,7,9,1,0,4.76,35,143,86,2.0,0.0,0,0,27,0,0,0,0,1,0,2,4,0,4
0,4,5,36,33,10,2,1,0,3,0,0,6,1,2,0,0,1,0,0,0.25,0.324,0.421,0.745,14,5,8.2,8,5,5,0,1,9,1,0,4.77,34,135,87,0.0,0.0,2,0,33,0,1,0,0,0,0,1,4,0,4
1,4,1,36,32,7,1,0,1,4,3,0,7,0,1,0,0,1,0,0,0.25,0.324,0.42,0.744,13,5,9.0,7,1,1,0,2,11,0,0,4.71,36,136,92,1.0,0.0,0,0,34,1,0,1,0,0,0,0,4,0,4
1,5,2,36,34,8,1,0,4,5,1,0,5,1,0,0,1,2,0,0,0.249,0.323,0.423,0.746,13,4,9.0,7,2,2,0,0,7,0,0,4.66,33,149,100,1.0,1.0,2,0,33,1,0,0,0,0,1,2,4,0,4
1,12,1,46,40,16,4,1,2,12,5,0,5,0,0,1,0,0,0,2,0.252,0.326,0.428,0.753,10,7,9.0,4,1,1,0,2,2,1,0,4.61,31,104,68,1.0,0.0,0,0,29,0,0,0,0,0,0,1,4,0,4
0,5,7,43,36,9,1,0,2,5,5,0,5,2,0,0,0,0,1,0,0.252,0.326,0.428,0.754,10,11,8.0,7,7,7,0,2,7,2,0,4.65,33,125,81,1.0,1.0,0,0,31,3,0,0,0,0,0,0,3,0,4
0,0,5,29,28,3,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0.25,0.324,0.424,0.748,13,2,9.0,7,5,5,0,3,4,2,0,4.66,35,115,73,0.0,0.0,0,0,32,2,0,0,0,0,0,2,3,1,4
1,7,3,35,30,8,1,0,2,7,2,0,7,0,1,2,1,0,3,0,0.251,0.324,0.425,0.749,13,4,9.0,6,3,3,0,3,13,2,1,4.63,38,150,101,2.0,0.0,1,0,34,2,0,0,0,0,1,0,4,1,4
0,3,10,37,36,10,1,1,2,3,0,0,10,0,0,1,0,0,0,0,0.251,0.323,0.427,0.75,15,7,9.0,15,10,10,0,4,7,5,0,4.71,45,192,124,2.0,1.0,0,0,40,3,1,1,0,1,1,1,5,1,4
1,15,5,43,36,15,0,0,4,15,5,0,8,1,1,0,0,1,1,1,0.253,0.326,0.432,0.757,16,4,9.0,11,5,4,1,1,6,1,2,4.7,42,151,102,0.0,0.0,0,0,38,2,0,0,0,1,1,0,4,1,4
1,6,2,36,33,8,4,0,2,6,3,2,9,0,0,0,1,0,1,0,0.253,0.326,0.433,0.759,12,6,9.0,6,2,2,0,4,9,1,1,4.66,37,142,89,0.0,0.0,1,0,31,0,1,0,1,0,0,0,3,1,3
1,2,0,30,27,4,0,0,2,2,3,0,4,0,0,0,0,1,2,0,0.252,0.325,0.432,0.757,12,4,9.0,4,0,0,0,2,12,0,0,4.6,33,142,92,0.0,0.0,0,0,31,1,0,0,0,0,0,0,3,1,3
1,7,4,36,30,10,2,0,3,7,5,0,2,0,1,0,0,2,0,0,0.253,0.326,0.436,0.762,17,5,9.0,9,4,4,0,5,7,2,0,4.59,38,162,92,3.0,1.0,1,0,33,0,0,0,0,0,0,1,6,1,3
1,4,3,37,32,8,1,2,1,4,2,1,6,2,1,0,1,0,0,0,0.253,0.326,0.436,0.762,15,9,9.0,8,3,3,0,4,7,1,0,4.57,38,146,92,1.0,0.0,0,0,34,2,0,0,0,0,0,1,5,1,3
0,9,13,42,35,11,0,1,1,8,5,1,12,1,0,1,0,1,1,0,0.254,0.327,0.437,0.764,16,6,9.0,14,13,13,0,6,9,2,0,4.68,47,172,103,3.0,3.0,1,0,41,4,0,0,0,0,0,0,5,1,3
0,3,4,40,37,10,0,0,1,3,2,0,6,0,1,0,0,2,1,0,0.254,0.327,0.436,0.762,18,7,10.0,7,4,4,0,2,9,3,1,4.66,39,144,97,1.0,0.0,0,0,36,1,0,0,0,0,0,1,6,1,3
1,6,1,37,35,8,0,0,1,6,2,0,11,0,0,0,0,0,0,0,0.254,0.326,0.434,0.76,11,4,9.0,5,1,1,0,1,11,0,1,4.62,32,105,78,0.0,0.0,0,0,30,1,0,0,0,0,0,2,2,0,3
1,7,5,42,33,7,1,0,1,5,6,0,12,2,0,1,0,0,1,0,0.253,0.327,0.433,0.759,13,8,9.0,6,5,5,0,3,13,0,0,4.62,36,147,102,3.0,3.0,0,0,33,0,1,0,0,0,0,0,4,0,3
1,8,5,39,37,10,4,0,4,8,1,0,4,1,0,0,1,0,2,1,0.254,0.326,0.436,0.763,12,4,9.0,8,5,5,0,1,7,0,1,4.63,37,139,95,0.0,0.0,1,0,35,3,0,0,0,0,0,0,3,0,3
1,3,1,36,33,7,2,0,1,3,3,0,6,0,0,0,0,0,1,0,0.253,0.326,0.435,0.761,9,6,9.0,6,1,1,0,3,11,1,0,4.58,37,158,103,0.0,0.0,1,0,34,1,0,0,0,0,1,0,4,0,3
0,5,7,37,34,9,1,0,1,4,2,0,8,0,1,0,0,0,0,1,0.253,0.326,0.435,0.76,10,5,8.0,12,7,7,0,4,7,0,2,4.62,40,146,87,5.0,4.0,0,1,33,2,0,0,0,1,0,1,6,0,3
1,2,1,39,34,7,1,0,1,2,5,0,6,0,0,0,0,0,3,0,0.253,0.325,0.433,0.759,9,10,9.0,5,1,1,0,1,15,1,0,4.57,33,138,101,0.0,0.0,0,0,32,1,0,0,0,0,0,0,2,0,3
1,3,2,37,35,8,2,1,1,3,2,0,8,0,0,0,1,0,0,1,0.252,0.325,0.433,0.758,13,8,9.0,7,2,2,0,1,9,0,0,4.54,33,118,80,0.0,0.0,0,1,31,1,0,0,0,1,1,2,3,1,3
1,3,1,35,29,7,2,0,2,3,5,0,6,1,0,0,1,2,1,1,0.252,0.325,0.434,0.759,11,8,9.0,6,1,1,0,2,16,0,2,4.5,36,148,107,2.0,0.0,0,0,32,0,0,0,0,0,0,1,3,1,3
1,5,2,36,32,8,2,0,2,5,2,1,9,2,0,0,1,0,1,0,0.252,0.325,0.435,0.76,16,7,9.0,10,2,1,1,4,6,1,0,4.46,42,167,115,5.0,0.0,0,0,38,2,0,0,0,0,1,0,6,1,2
0,4,7,56,42,13,3,0,1,4,11,2,6,1,2,0,0,2,0,0,0.253,0.328,0.435,0.763,20,19,11.0,12,7,6,1,5,9,0,1,4.46,51,195,132,2.0,2.0,2,1,45,2,1,1,0,0,1,0,6,1,3
1,6,0,35,32,12,2,0,1,5,2,0,6,0,0,1,0,1,2,1,0.254,0.328,0.436,0.765,12,5,9.0,6,0,0,0,2,12,0,0,4.41,34,135,94,0.0,0.0,1,0,32,1,0,0,0,0,0,1,3,1,2
1,5,2,34,31,8,3,0,2,5,3,0,6,0,0,0,1,2,0,0,0.254,0.328,0.437,0.766,13,5,9.0,9,2,2,0,0,11,0,0,4.38,35,142,95,1.0,1.0,1,0,35,3,0,0,0,0,0,0,3,1,2
1,4,0,41,34,9,2,0,0,4,4,1,4,0,1,2,1,0,0,0,0.254,0.328,0.436,0.764,13,10,9.0,8,0,0,0,2,10,0,0,4.33,36,153,96,0.0,0.0,0,0,34,1,0,0,0,0,0,1,4,0,2
1,4,3,41,36,9,2,0,1,3,5,0,10,0,0,0,1,0,1,0,0.254,0.328,0.436,0.764,19,10,9.0,7,3,3,0,3,11,1,0,4.32,36,161,108,0.0,0.0,2,1,32,3,0,0,0,1,0,0,6,0,2
0,3,4,36,30,7,1,0,0,3,4,0,9,1,1,0,0,2,0,1,0.254,0.329,0.434,0.763,14,6,8.1,7,4,4,0,2,7,2,0,4.32,34,112,75,0.0,0.0,0,0,32,2,0,1,0,0,0,0,4,0,2
1,8,1,43,39,12,3,0,2,7,2,0,12,2,0,0,0,0,3,0,0.255,0.329,0.435,0.764,9,8,9.0,4,1,1,0,3,6,1,2,4.28,35,129,82,0.0,0.0,0,0,30,1,0,0,0,0,0,0,3,0,2
0,2,9,36,31,5,2,0,0,2,3,0,3,1,0,1,1,1,3,0,0.254,0.328,0.433,0.761,10,7,8.0,15,9,9,0,2,3,2,0,4.34,37,122,72,6.0,3.0,0,1,33,1,0,0,0,2,0,2,5,0,2
1,13,4,49,41,16,6,1,1,13,7,0,8,0,0,1,0,1,1,0,0.256,0.33,0.436,0.766,14,9,9.0,10,4,4,0,2,14,1,0,4.34,38,156,100,1.0,0.0,1,0,36,2,1,0,0,0,0,0,4,0,2
0,3,4,35,34,7,1,0,1,3,1,0,10,0,0,0,0,0,0,0,0.255,0.329,0.435,0.764,15,5,8.0,12,4,4,0,6,8,0,0,4.34,40,177,103,2.0,0.0,1,2,34,4,0,1,0,0,0,0,5,0,2
1,5,3,41,36,12,2,0,1,5,5,1,6,0,0,0,0,3,1,0,0.256,0.33,0.435,0.765,13,9,9.0,8,3,3,0,4,9,1,1,4.32,40,165,100,1.0,0.0,5,0,35,0,0,0,0,0,1,0,4,0,2
0,1,7,32,32,6,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0.255,0.329,0.433,0.762,15,4,8.0,11,7,7,0,6,11,2,0,4.36,39,165,96,4.0,0.0,1,0,33,1,0,0,0,0,0,1,5,0,2
1,11,1,43,40,17,4,1,1,10,2,0,9,1,0,0,0,1,2,0,0.257,0.33,0.436,0.766,13,8,9.0,7,1,1,0,4,9,0,0,4.32,37,157,96,0.0,0.0,1,0,33,3,0,0,0,0,0,0,3,1,2
1,3,2,38,31,7,1,0,2,3,7,1,6,0,0,0,0,0,0,0,0.257,0.331,0.436,0.767,16,11,9.0,9,2,2,0,3,6,0,0,4.3,39,148,97,0.0,0.0,1,0,35,3,0,0,0,1,0,0,5,1,2
1,2,0,32,30,6,3,0,1,1,2,0,6,0,0,0,1,0,1,0,0.257,0.33,0.435,0.766,14,6,9.0,5,0,0,0,3,11,0,0,4.25,34,153,97,1.0,0.0,0,0,31,1,1,0,0,0,0,1,5,1,2
0,7,8,42,32,7,3,0,2,7,8,0,8,1,1,0,0,1,3,0,0.256,0.331,0.436,0.767,17,8,9.0,11,8,8,0,4,12,4,0,4.29,41,177,113,2.0,0.0,0,1,37,2,0,0,0,0,0,0,6,1,2
0,2,4,41,36,10,1,0,0,2,3,0,6,1,1,0,1,0,1,0,0.256,0.331,0.435,0.766,15,12,9.0,5,4,4,0,3,7,1,0,4.29,35,126,78,2.0,2.0,0,0,32,0,0,0,0,0,0,0,5,1,2
0,3,9,35,29,5,0,1,1,3,5,0,12,0,0,1,0,2,0,0,0.256,0.331,0.434,0.764,13,5,9.0,10,9,8,1,4,12,1,0,4.33,41,151,100,1.0,1.0,0,0,35,4,0,1,1,1,0,0,3,1,2
1,11,4,42,37,14,3,1,2,8,4,0,7,1,0,0,1,1,0,0,0.257,0.332,0.436,0.768,14,7,9.0,4,4,4,0,3,9,1,2,4.32,35,137,84,0.0,0.0,0,0,30,2,0,0,0,0,0,0,3,1,2
1,6,3,41,29,7,1,0,1,6,10,0,7,1,1,0,0,0,1,1,0.257,0.333,0.436,0.769,14,11,9.0,7,3,3,0,1,13,1,0,4.31,36,156,100,0.0,0.0,0,0,34,0,0,0,0,1,1,0,4,1,2
0,8,11,44,38,12,2,0,3,8,5,0,7,0,1,0,0,0,0,0,0.258,0.334,0.438,0.771,15,9,9.0,14,11,10,1,5,8,3,0,4.36,48,181,118,0.0,0.0,2,1,42,2,1,1,1,0,2,0,4,1,2
0,4,5,39,34,8,1,0,2,3,5,0,4,0,0,0,0,2,0,0,0.257,0.334,0.438,0.771,16,5,10.0,12,5,5,0,1,8,2,0,4.37,42,152,113,1.0,0.0,2,0,40,6,0,1,1,0,0,1,5,1,2
1,3,0,35,31,4,2,0,1,3,3,1,11,1,0,0,0,0,1,0,0.256,0.333,0.436,0.769,13,5,9.0,1,0,0,0,5,8,0,0,4.32,32,126,74,0.0,0.0,0,0,27,0,0,0,0,0,0,1,5,0,2
0,7,18,42,36,11,1,2,1,7,3,0,7,2,0,1,0,1,0,0,0.257,0.333,0.437,0.771,14,8,8.0,15,18,18,0,11,11,5,0,4.46,50,211,116,7.0,4.0,0,0,39,2,1,0,0,0,0,1,6,0,2
0,5,7,40,34,9,0,0,2,4,4,1,5,1,1,0,0,0,0,0,0.257,0.334,0.437,0.771,13,8,8.0,9,7,7,0,4,7,1,1,4.48,37,134,88,2.0,0.0,2,0,32,3,0,0,0,0,0,1,4,0,2
1,4,0,41,33,6,1,0,0,2,8,0,8,0,0,0,0,0,3,0,0.256,0.334,0.435,0.769,13,10,9.0,7,0,0,0,0,3,0,0,4.44,33,113,75,0.0,0.0,0,0,33,1,0,0,0,0,0,0,4,0,2
1,5,3,36,32,8,1,0,2,5,3,0,5,0,0,1,1,2,1,1,0.256,0.333,0.436,0.769,14,4,9.0,8,3,2,1,1,7,0,0,4.42,36,134,93,0.0,0.0,0,0,35,4,0,0,0,0,0,0,4,0,2
1,4,1,38,33,9,1,0,1,4,3,0,5,2,0,0,0,2,0,0,0.256,0.334,0.435,0.769,14,7,9.0,6,1,1,0,2,11,0,1,4.39,36,158,103,0.0,0.0,0,0,33,3,0,0,0,0,0,0,4,0,2
0,6,7,41,38,13,1,1,2,5,3,1,14,0,0,0,0,1,3,1,0.257,0.334,0.437,0.771,12,8,8.2,11,7,7,0,2,7,3,0,4.41,39,139,94,0.0,0.0,1,0,37,2,0,0,0,0,0,0,3,0,2
0,3,4,35,33,8,0,0,2,3,2,0,8,0,0,0,0,2,2,0,0.257,0.334,0.437,0.771,14,5,8.0,5,4,3,1,2,9,3,0,4.41,32,126,86,2.0,1.0,0,0,29,0,0,1,0,1,1,0,4,0,2
1,7,4,41,37,10,1,0,1,4,3,0,15,1,0,0,1,0,1,0,0.257,0.334,0.436,0.77,18,7,9.0,9,4,4,0,2,8,0,1,4.4,39,155,97,4.0,1.0,0,0,35,3,0,0,0,1,0,0,7,0,2
1,7,6,37,33,11,3,0,2,7,4,0,5,0,0,0,0,1,0,1,0.258,0.335,0.438,0.772,14,6,9.0,11,6,6,0,4,7,3,0,4.42,40,166,105,0.0,0.0,0,0,36,2,1,1,0,0,0,1,4,1,2
1,3,1,30,28,6,2,0,2,2,2,0,8,0,0,0,0,1,0,1,0.257,0.334,0.438,0.772,13,3,9.0,9,1,1,0,2,5,0,0,4.39,36,128,83,2.0,0.0,1,0,34,3,0,0,0,0,0,1,4,1,2
1,17,7,44,38,17,4,0,3,17,4,0,9,0,1,1,0,1,2,0,0.259,0.336,0.441,0.777,12,3,9.0,13,7,7,0,3,6,3,0,4.41,44,167,119,1.0,0.0,0,0,41,1,0,1,0,0,0,0,3,1,2
1,2,1,32,26,3,2,0,0,2,3,0,4,2,1,0,0,0,2,0,0.258,0.335,0.44,0.775,13,6,9.0,9,1,1,0,5,12,1,0,4.38,41,154,89,0.0,0.0,2,0,34,3,0,0,2,0,0,0,4,1,2
0,14,15,69,58,18,6,0,4,13,10,2,13,0,0,1,1,2,1,0,0.259,0.336,0.442,0.778,22,13,14.0,20,15,15,0,8,18,7,0,4.45,65,247,159,1.0,0.0,3,1,57,2,0,1,0,0,0,1,9,1,2
1,16,8,46,40,19,2,1,8,16,4,0,3,0,2,0,0,1,0,0,0.261,0.338,0.449,0.787,13,6,9.0,17,8,8,0,2,6,4,1,4.48,46,169,102,0.0,0.0,0,0,42,2,0,0,1,0,1,2,3,1,2
1,13,0,45,39,15,7,0,4,13,4,0,11,1,0,1,0,2,0,0,0.262,0.339,0.453,0.792,14,5,9.0,4,0,0,0,2,4,0,0,4.44,32,143,94,2.0,0.0,0,0,30,1,0,0,0,0,0,1,4,0,2
0,1,4,36,30,6,1,0,0,1,5,0,8,1,0,0,0,1,1,1,0.262,0.339,0.452,0.79,12,8,8.0,7,4,4,0,3,6,1,0,4.44,33,115,72,3.0,3.0,0,0,29,0,0,1,0,1,0,1,3,0,2
1,11,1,47,40,12,5,0,1,11,7,0,3,0,0,0,0,0,0,0,0.262,0.339,0.452,0.791,11,9,9.0,5,1,1,0,2,4,0,0,4.41,33,106,72,0.0,0.0,0,0,31,1,0,0,0,0,0,1,2,0,2
1,7,1,44,41,14,5,0,2,6,3,0,9,0,0,0,0,0,1,0,0.263,0.34,0.453,0.793,16,10,9.0,7,1,1,0,1,7,1,0,4.39,35,152,102,0.0,0.0,3,0,34,1,0,0,0,0,0,0,5,0,2
1,9,3,44,38,14,2,0,2,8,3,0,9,1,1,1,1,1,1,0,0.264,0.341,0.455,0.795,10,8,9.0,3,3,1,2,2,7,0,0,4.36,32,125,83,1.0,1.0,0,0,30,1,0,0,0,0,1,1,2,0,2
1,7,2,45,34,9,1,0,0,7,9,1,6,1,0,1,1,0,3,2,0.264,0.341,0.453,0.795,17,11,9.0,7,2,2,0,6,12,0,0,4.34,38,166,101,2.0,0.0,0,0,31,3,0,0,1,0,1,2,6,0,2
1,7,5,49,45,14,2,0,1,5,4,0,6,0,0,0,0,2,3,0,0.264,0.341,0.453,0.795,16,9,11.0,7,5,5,0,3,14,3,1,4.34,43,200,122,0.0,0.0,0,0,39,0,0,0,0,0,0,1,5,0,2
0,0,2,35,31,4,0,1,0,0,3,0,11,1,0,0,0,0,1,0,0.263,0.341,0.451,0.792,13,8,9.0,5,2,2,0,0,10,0,1,4.32,32,126,84,0.0,0.0,0,0,30,1,0,0,0,1,0,1,3,1,2
1,8,4,38,35,13,3,1,1,8,1,0,4,1,1,0,1,1,0,0,0.264,0.341,0.452,0.794,17,6,9.0,9,4,4,0,2,13,2,0,4.32,37,170,110,2.0,0.0,1,0,35,1,0,0,0,0,0,1,6,1,2
1,7,6,39,33,9,4,0,0,7,5,1,6,0,1,0,0,0,0,0,0.264,0.341,0.452,0.793,18,7,9.0,8,6,6,0,6,10,2,0,4.33,42,160,106,3.0,1.0,1,0,35,1,0,1,1,0,2,1,6,1,2
1,7,0,33,30,8,2,0,4,7,0,0,3,2,1,0,0,0,0,0,0.264,0.341,0.454,0.795,10,2,9.0,2,0,0,0,1,17,0,0,4.3,29,128,92,0.0,0.0,0,0,28,0,0,0,0,0,0,1,2,1,2
1,9,3,37,34,9,3,0,4,8,2,0,7,1,0,0,2,1,1,0,0.264,0.341,0.456,0.797,14,4,9.0,4,3,3,0,3,9,1,0,4.29,34,127,83,0.0,0.0,0,0,30,1,0,0,0,1,0,0,4,1,2
0,3,7,33,32,5,1,0,1,3,1,0,12,0,0,0,0,0,1,0,0.264,0.34,0.454,0.795,15,3,9.0,11,7,7,0,5,12,1,0,4.31,43,170,107,1.0,1.0,0,0,38,3,0,0,0,0,0,0,4,1,2
1,11,10,42,37,15,5,0,2,11,3,0,6,1,1,0,0,2,1,0,0.265,0.341,0.456,0.797,17,6,9.0,11,10,6,4,3,7,4,0,4.32,39,147,101,1.0,1.0,1,0,35,2,0,0,0,1,0,1,5,1,2
0,4,8,43,38,11,2,0,0,4,5,0,6,0,0,0,0,0,0,0,0.265,0.341,0.456,0.797,15,12,9.0,13,8,8,0,6,2,3,0,4.35,43,143,87,1.0,1.0,1,0,37,2,0,1,0,0,0,2,5,1,2
