game_result,RS,RA,PA,AB,H,second_base,third_base,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GIDP,SB,CS,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,batters_number,LOB,IP,Hits_allow,Runs_allow,ER,UER,BB_allow,SO_pitch,HR_allow,HBP_pitch,earned_run_avg,batters_faced,pitches,strikes_total,inherited_runners,inherited_score,SB_allow,CS_pitch,AB_pitch,allow_2B,allow_3B,IBB_allow,SH_allow,SF_allow,ROE_allow,GIDP_allow,pitchers_number,game_location,rank
1,10,5,42,37,15,2,0,2,9,2,0,5,2,0,1,0,0,1,0,0.246,0.313,0.368,0.681,17,8,9.0,4,5,5,0,5,10,0,0,4.74,36,149,88,1.0,0.0,0,0,31,1,1,0,0,0,0,0,5,1,4
1,6,5,38,35,8,1,0,2,4,3,0,14,0,0,0,0,0,1,0,0.245,0.313,0.369,0.681,10,5,9.0,8,5,3,2,5,4,0,0,4.72,40,138,88,4.0,3.0,1,0,34,2,1,0,0,1,1,1,5,0,4
1,3,2,38,34,7,1,0,1,3,4,0,10,0,0,0,0,0,0,0,0.245,0.312,0.368,0.681,10,8,9.0,5,2,2,0,1,9,2,2,4.69,34,133,83,0.0,0.0,1,0,31,1,0,0,0,0,0,1,4,0,4
0,4,6,39,37,9,3,0,0,3,1,0,14,1,0,0,1,0,0,0,0.245,0.312,0.368,0.68,11,8,8.2,7,6,6,0,2,8,1,1,4.71,36,163,102,1.0,0.0,0,0,32,2,1,0,0,1,0,0,3,0,4
0,1,12,35,30,5,0,0,1,1,5,0,7,0,0,0,0,2,0,0,0.244,0.312,0.367,0.679,14,7,9.0,16,12,12,0,4,6,2,3,4.78,48,168,101,0.0,0.0,0,0,40,6,0,1,1,0,0,1,3,1,4
1,9,3,37,33,10,1,0,2,8,2,0,6,1,0,1,1,2,0,0,0.245,0.312,0.368,0.681,14,4,9.0,6,3,3,0,4,5,1,0,4.76,35,134,83,0.0,0.0,0,0,30,1,0,0,1,0,0,1,4,1,4
0,3,10,35,34,10,3,0,0,3,0,0,11,0,0,1,0,0,0,1,0.245,0.312,0.369,0.68,16,5,9.0,13,10,10,0,9,6,2,1,4.81,47,197,121,4.0,0.0,0,0,37,5,2,3,0,0,0,1,6,1,5
0,1,9,34,32,3,1,0,0,1,1,0,11,1,0,0,2,0,0,0,0.244,0.311,0.366,0.677,14,6,9.0,16,9,9,0,5,6,1,1,4.85,47,168,103,2.0,0.0,0,0,39,3,1,1,1,1,0,1,4,1,5
1,2,1,39,32,8,0,0,0,2,5,0,5,0,0,1,0,1,0,0,0.244,0.311,0.365,0.676,16,10,10.0,5,1,1,0,3,9,0,1,4.81,37,162,96,1.0,0.0,3,0,33,0,0,0,0,0,0,2,6,1,4
1,5,0,35,34,9,2,0,0,4,0,0,5,1,0,0,1,0,0,0,0.244,0.311,0.365,0.676,14,6,9.0,2,0,0,0,5,9,0,1,4.77,33,143,87,0.0,0.0,0,1,27,0,0,0,0,0,0,1,4,1,4
0,3,5,39,35,8,2,0,1,3,4,1,6,0,0,0,1,1,1,0,0.244,0.311,0.365,0.676,13,9,8.0,6,5,5,0,3,3,2,0,4.77,32,117,74,0.0,0.0,0,0,28,2,0,1,0,1,0,0,3,0,5
0,6,11,40,35,11,2,0,1,5,2,0,6,1,1,1,1,1,0,0,0.245,0.311,0.366,0.677,15,7,8.0,19,11,8,3,3,5,3,0,4.81,44,152,98,1.0,0.0,0,0,39,3,0,0,2,0,1,3,4,0,5
0,2,5,31,31,5,0,0,1,2,0,0,8,0,0,0,0,0,0,1,0.244,0.31,0.365,0.675,15,2,8.2,7,5,5,0,3,8,2,0,4.81,34,143,91,0.0,0.0,0,0,31,0,0,0,0,0,0,1,4,0,4
0,1,5,34,32,6,2,0,0,1,1,0,10,1,0,0,0,0,0,1,0.244,0.309,0.364,0.673,15,6,8.0,9,5,2,3,5,10,0,0,4.79,38,156,97,2.0,1.0,0,0,33,3,0,1,0,0,1,1,5,0,4
0,3,8,31,30,4,0,0,2,3,1,0,8,0,0,0,0,1,0,0,0.243,0.308,0.364,0.672,14,1,8.0,11,8,8,0,2,7,4,0,4.82,37,135,85,0.0,0.0,1,0,34,0,0,0,1,0,0,0,3,0,5
0,3,5,39,37,9,0,0,2,3,2,0,7,0,0,0,1,0,0,0,0.243,0.308,0.364,0.672,14,9,8.0,6,5,5,0,6,9,1,1,4.83,35,163,97,2.0,2.0,0,0,28,0,0,0,0,0,0,1,4,0,5
1,2,1,31,31,8,2,0,1,2,0,0,6,0,0,0,0,1,0,0,0.243,0.308,0.365,0.672,16,5,9.0,7,1,1,0,4,7,0,0,4.8,38,180,111,4.0,0.0,0,0,33,0,0,0,0,0,0,1,6,1,5
0,2,3,33,31,6,0,1,0,2,1,0,2,0,1,0,0,1,0,0,0.243,0.307,0.364,0.671,14,4,9.0,7,3,3,0,1,8,2,0,4.78,35,151,95,0.0,0.0,0,0,34,1,0,0,0,0,0,0,3,1,5
0,1,7,31,30,3,1,0,0,1,1,0,6,0,0,0,0,0,0,0,0.241,0.306,0.362,0.668,13,3,9.0,9,7,7,0,4,10,2,1,4.8,39,157,99,1.0,0.0,1,2,34,5,0,2,0,0,0,0,4,1,5
0,2,6,34,30,4,1,0,1,2,2,0,8,1,1,0,1,1,0,0,0.241,0.305,0.361,0.666,14,5,9.0,13,6,6,0,1,9,0,1,4.81,41,149,95,2.0,2.0,0,0,39,2,0,0,0,0,0,0,5,1,5
1,4,3,45,40,11,2,0,0,4,3,0,7,1,1,0,0,0,0,0,0.241,0.305,0.361,0.666,20,10,11.0,6,3,3,0,6,9,0,1,4.79,44,190,119,2.0,0.0,1,0,37,4,0,2,0,0,0,1,8,1,5
0,3,4,39,37,10,0,0,0,3,2,0,7,0,0,0,1,1,3,0,0.241,0.305,0.36,0.666,14,9,9.0,5,4,2,2,2,9,2,0,4.76,34,145,94,0.0,0.0,1,0,30,0,0,0,1,1,1,0,2,1,5
0,1,9,35,28,3,1,0,0,1,6,0,7,1,0,0,0,2,0,0,0.24,0.305,0.359,0.664,14,7,8.0,11,9,7,2,4,7,1,1,4.79,39,143,89,2.0,2.0,1,0,33,5,0,1,0,1,1,1,3,0,5
0,1,6,33,29,5,2,0,0,1,4,0,9,0,0,0,0,2,0,0,0.24,0.305,0.358,0.663,15,5,8.0,13,6,6,0,1,5,2,0,4.8,37,165,101,2.0,0.0,0,0,36,1,0,1,0,0,0,1,4,0,5
0,6,10,42,37,11,2,0,1,6,3,0,13,1,1,0,1,1,3,0,0.24,0.306,0.359,0.664,14,9,8.0,15,10,10,0,2,4,4,0,4.85,41,141,89,2.0,0.0,0,0,39,1,1,0,0,0,0,0,4,0,5
0,2,5,32,30,4,0,0,1,2,2,0,5,0,0,0,0,1,1,0,0.24,0.305,0.358,0.662,16,3,8.0,8,5,4,1,1,5,1,2,4.84,35,107,67,1.0,0.0,2,0,31,2,0,0,0,1,0,0,6,0,5
0,2,8,35,34,9,0,0,1,2,1,0,10,0,0,0,0,1,0,1,0.24,0.305,0.358,0.662,13,6,8.0,14,8,8,0,0,4,2,1,4.87,38,141,90,1.0,1.0,0,0,36,3,0,0,0,1,0,1,4,0,5
1,7,5,45,39,11,1,0,2,7,5,1,7,0,1,0,1,0,0,1,0.24,0.305,0.359,0.664,18,8,10.0,10,5,5,0,1,6,2,1,4.87,41,169,110,3.0,0.0,0,0,39,1,0,0,0,0,0,1,6,0,5
1,12,1,50,45,17,7,0,3,12,4,1,9,0,0,1,2,0,1,0,0.242,0.306,0.362,0.669,9,11,9.0,2,1,1,0,2,4,0,0,4.84,30,108,71,,,0,0,27,2,0,0,1,0,0,0,1,0,5
0,1,2,47,40,7,0,0,1,1,6,2,13,0,1,0,1,0,0,1,0.241,0.306,0.361,0.668,17,10,12.0,9,2,2,0,4,11,0,2,4.81,50,197,118,0.0,0.0,1,0,43,1,0,0,0,1,0,0,6,1,5
1,9,3,42,38,14,2,0,2,9,4,0,8,0,0,0,2,2,0,0,0.242,0.307,0.363,0.67,16,9,9.0,7,3,3,0,4,11,0,0,4.79,37,150,90,5.0,2.0,1,0,32,1,0,1,0,1,0,1,5,1,5
0,0,5,36,31,5,1,0,0,0,3,0,13,2,0,0,0,1,0,0,0.242,0.307,0.362,0.669,16,9,9.0,12,5,5,0,4,6,3,1,4.79,42,159,99,2.0,1.0,0,0,37,2,0,0,0,0,0,2,5,1,5
1,1,0,33,28,3,1,0,0,1,5,1,11,0,0,0,1,0,1,0,0.241,0.307,0.361,0.667,15,8,9.0,3,0,0,0,2,6,0,0,4.76,31,139,96,0.0,0.0,0,0,29,2,0,0,0,0,0,1,4,1,5
1,3,1,32,28,6,0,1,1,3,2,0,5,0,1,1,0,0,1,0,0.241,0.306,0.361,0.667,16,5,9.0,9,1,1,0,2,13,1,0,4.73,38,150,106,0.0,0.0,0,0,36,1,0,0,0,0,1,0,5,1,5
0,0,4,31,29,2,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0.239,0.305,0.359,0.664,14,4,9.0,9,4,1,3,6,7,0,1,4.7,43,168,102,3.0,0.0,1,0,34,2,0,2,1,1,1,1,4,1,5
0,7,8,44,39,13,1,1,3,7,5,0,6,0,0,0,0,0,0,1,0.24,0.306,0.361,0.668,12,10,8.2,12,8,7,1,6,3,1,0,4.72,42,159,92,2.0,0.0,1,0,35,2,0,1,0,1,0,2,5,0,5
0,6,14,38,34,9,1,0,2,6,2,0,7,2,0,0,0,1,0,1,0.24,0.306,0.362,0.669,10,5,8.0,16,14,14,0,3,6,2,0,4.79,41,154,97,7.0,5.0,0,0,37,4,1,1,1,0,0,2,6,0,5
0,5,6,44,37,12,3,0,0,5,5,1,3,2,0,0,0,1,0,1,0.241,0.307,0.363,0.67,14,12,9.0,8,6,6,0,3,6,1,0,4.8,38,143,94,3.0,3.0,0,0,34,1,0,0,0,1,0,0,3,1,5
1,6,3,35,30,9,2,0,1,6,3,0,2,0,1,1,0,0,0,0,0.241,0.308,0.363,0.671,11,5,9.0,5,3,3,0,0,7,1,0,4.79,32,127,84,0.0,0.0,0,0,31,1,0,0,0,1,0,0,2,1,5
0,1,6,34,32,6,1,0,0,1,1,0,13,1,0,0,0,0,0,0,0.241,0.307,0.362,0.67,16,6,9.0,8,6,6,0,4,7,1,2,4.8,41,166,109,0.0,0.0,0,0,32,4,0,0,0,3,1,0,5,1,5
1,3,1,30,29,6,1,1,0,3,1,0,8,0,0,0,0,0,0,0,0.241,0.307,0.362,0.669,14,3,9.0,4,1,1,0,0,9,1,0,4.77,30,125,83,0.0,0.0,0,0,30,0,0,0,0,0,0,1,3,1,5
0,4,9,39,37,11,2,0,2,4,2,0,12,0,0,0,0,1,0,0,0.241,0.307,0.363,0.67,19,8,9.0,9,9,9,0,10,5,2,2,4.8,48,189,112,3.0,2.0,0,0,36,1,2,2,0,0,0,0,7,1,5
1,2,1,32,28,4,0,0,0,2,3,0,8,1,0,0,0,0,0,0,0.241,0.307,0.362,0.669,14,6,9.0,6,1,1,0,3,9,0,2,4.77,36,139,94,2.0,1.0,1,0,31,2,0,0,0,0,0,1,4,1,5
0,3,5,36,32,7,3,0,1,3,3,0,9,0,1,0,0,1,0,0,0.241,0.307,0.362,0.669,20,6,8.0,9,5,5,0,1,8,2,0,4.78,34,143,92,3.0,0.0,1,0,33,4,0,0,0,0,0,0,6,0,5
0,1,5,36,33,5,2,0,0,0,3,0,13,0,0,0,1,0,0,0,0.24,0.306,0.361,0.667,15,8,8.0,9,5,5,0,3,9,1,1,4.78,35,152,93,0.0,0.0,0,0,31,4,0,0,0,0,0,1,4,0,5
1,5,3,35,33,7,2,1,1,5,2,0,11,0,0,0,0,1,0,0,0.24,0.306,0.362,0.667,16,3,9.0,5,3,3,0,5,8,2,0,4.77,37,147,92,1.0,0.0,0,0,32,1,0,0,0,0,0,0,3,0,5
0,0,13,31,30,5,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0.239,0.305,0.36,0.665,17,4,8.0,14,13,11,2,3,6,3,0,4.82,43,160,109,1.0,0.0,0,0,39,2,1,0,1,0,2,0,4,0,5
0,3,4,35,31,5,1,0,2,3,4,0,8,0,0,0,0,1,1,0,0.239,0.305,0.361,0.665,13,5,8.2,4,4,4,0,3,7,3,0,4.81,32,127,78,1.0,0.0,0,1,29,1,0,0,0,0,0,0,3,0,5
0,2,5,35,31,4,0,0,1,2,3,0,13,1,0,0,0,0,1,0,0.238,0.304,0.36,0.664,17,6,8.0,9,5,5,0,3,4,1,0,4.82,36,140,101,2.0,2.0,0,0,33,1,0,1,0,0,0,0,5,0,5
0,2,14,38,35,9,2,0,1,1,2,0,5,1,0,0,0,0,0,0,0.238,0.304,0.36,0.664,18,9,8.0,18,14,14,0,4,8,5,0,4.88,44,171,101,0.0,0.0,0,1,40,3,0,0,0,0,0,0,5,0,5
0,4,5,35,34,6,3,0,0,4,1,0,12,0,0,0,2,1,0,1,0.238,0.304,0.359,0.663,18,4,8.0,4,5,3,2,3,10,1,1,4.87,33,134,81,0.0,0.0,0,0,29,1,0,0,0,0,1,0,7,0,5
1,6,4,37,33,9,2,1,1,5,2,0,11,0,1,1,0,1,0,0,0.238,0.304,0.36,0.664,17,4,9.0,7,4,3,1,1,10,1,1,4.86,38,160,100,0.0,0.0,1,0,36,3,0,0,0,0,2,1,5,0,5
1,8,5,39,32,9,2,0,1,7,6,0,10,0,0,1,0,0,1,0,0.238,0.304,0.361,0.665,18,7,9.0,7,5,5,0,2,10,2,0,4.86,36,139,87,1.0,0.0,0,0,34,1,0,1,0,0,1,1,6,1,5
0,2,4,36,33,6,0,0,1,2,2,0,15,1,0,0,0,0,0,0,0.238,0.304,0.36,0.664,17,7,9.0,9,4,4,0,10,7,0,1,4.86,45,172,94,1.0,0.0,1,1,32,1,0,0,1,1,0,1,6,1,5
0,2,4,37,32,7,1,0,0,2,4,0,7,1,0,0,0,2,0,0,0.238,0.304,0.359,0.663,17,8,9.0,8,4,4,0,5,6,1,0,4.85,38,140,79,0.0,0.0,1,0,33,1,0,0,0,0,0,2,4,1,5
1,1,0,34,33,7,3,0,0,1,1,0,6,0,0,0,0,1,0,0,0.238,0.303,0.359,0.663,14,5,10.0,3,0,0,0,1,11,0,0,4.82,34,143,94,0.0,0.0,0,0,33,2,0,0,0,0,0,0,4,1,5
1,5,1,33,32,7,1,0,1,5,1,0,10,0,0,0,1,0,0,0,0.238,0.303,0.359,0.662,15,4,9.0,6,1,1,0,1,2,1,1,4.79,34,118,70,4.0,0.0,0,1,32,0,0,0,0,0,0,0,5,1,5
1,6,0,39,37,14,0,0,1,5,2,0,4,0,0,0,1,1,0,0,0.239,0.304,0.36,0.663,13,9,9.0,4,0,0,0,1,9,0,0,4.76,31,120,86,0.0,0.0,0,0,30,0,0,0,0,0,0,1,3,1,5
0,3,7,40,34,6,2,0,0,3,5,0,9,1,0,0,1,0,1,0,0.238,0.304,0.359,0.663,13,10,8.0,9,7,7,0,6,7,3,0,4.78,39,140,87,0.0,0.0,1,0,31,3,0,0,1,1,0,0,3,0,5
0,4,9,37,35,9,1,0,1,4,0,0,12,1,1,0,0,0,0,0,0.238,0.304,0.359,0.663,19,6,8.0,11,9,9,0,9,5,1,1,4.81,42,159,86,2.0,2.0,1,0,32,4,0,2,0,0,0,3,5,0,5
0,3,9,30,26,5,0,0,1,3,4,0,9,0,0,0,0,0,0,0,0.238,0.304,0.359,0.662,16,6,7.0,12,9,8,1,5,3,1,0,4.84,38,129,80,0.0,0.0,1,0,33,3,0,0,0,0,0,0,4,0,5
1,8,1,47,42,13,4,0,0,6,5,0,10,0,0,0,3,0,1,1,0.239,0.304,0.359,0.663,14,12,9.0,5,1,1,0,5,4,0,1,4.81,36,146,92,0.0,0.0,1,1,30,0,0,0,0,0,1,1,4,0,5
0,0,1,45,40,5,1,0,0,0,3,0,13,1,1,0,0,1,0,2,0.238,0.304,0.358,0.661,21,6,12.1,11,1,1,0,7,14,0,0,4.78,52,199,119,4.0,1.0,3,1,43,2,0,0,2,0,0,2,8,0,5
0,0,1,31,31,5,1,0,0,0,0,0,6,0,0,0,0,1,0,0,0.237,0.303,0.357,0.659,13,4,8.0,4,1,1,0,2,11,0,0,4.76,29,107,79,0.0,0.0,0,0,27,1,0,0,0,0,0,0,2,0,5
1,2,1,45,42,10,2,0,0,2,2,0,9,1,0,0,0,3,1,1,0.238,0.289,0.286,0.575,19,7,12.0,6,1,1,0,6,15,0,0,0.75,45,198,123,0.0,0.0,1,1,39,0,0,1,0,0,0,2,6,0,1
1,8,6,40,37,11,4,0,1,8,1,0,4,0,1,1,2,1,1,0,0.266,0.298,0.38,0.677,16,5,9.0,12,6,6,0,4,7,2,1,3.0,42,150,97,3.0,0.0,0,0,37,2,0,0,0,0,0,1,5,0,1
1,7,3,45,39,12,3,0,0,7,6,1,9,0,0,0,0,0,3,0,0.28,0.333,0.381,0.715,15,11,9.0,6,3,3,0,1,8,1,0,3.0,32,128,79,0.0,0.0,0,0,31,2,1,0,0,0,0,1,4,0,1
0,4,8,36,35,8,2,0,3,4,1,0,9,0,0,0,1,1,0,0,0.268,0.315,0.418,0.733,13,5,9.0,13,8,7,1,1,8,2,1,3.92,40,145,91,2.0,2.0,0,2,37,1,0,0,0,1,0,0,3,1,2
1,5,4,39,37,12,2,0,2,5,2,0,13,0,0,0,0,0,0,0,0.279,0.324,0.442,0.766,16,8,9.0,10,4,4,0,1,7,3,1,3.94,39,160,102,0.0,0.0,2,0,37,1,0,0,0,0,1,1,5,1,2
0,0,6,34,31,5,0,0,0,0,2,0,10,1,0,0,1,2,1,0,0.262,0.311,0.403,0.714,14,7,9.0,9,6,3,3,4,9,1,0,3.79,39,157,92,1.0,0.0,0,0,34,2,0,0,0,1,0,1,4,1,2
0,0,8,32,30,4,2,0,0,0,1,0,11,1,0,0,0,0,1,1,0.247,0.296,0.378,0.675,16,5,9.0,13,8,7,1,4,9,1,1,4.23,47,166,108,0.0,0.0,1,0,42,2,1,2,0,0,1,0,5,1,2
1,5,4,44,37,12,1,0,2,5,6,0,8,0,1,0,1,0,0,0,0.257,0.313,0.396,0.709,15,14,9.0,7,4,4,0,4,9,0,1,4.2,39,193,116,2.0,1.0,1,0,34,1,1,1,0,0,0,0,4,1,2
0,2,5,33,30,4,1,0,1,2,1,0,13,1,0,1,0,0,0,0,0.245,0.301,0.384,0.684,15,4,9.0,8,5,3,2,7,9,1,0,4.07,41,166,99,3.0,0.0,0,1,33,1,1,1,1,0,1,1,6,1,2
0,0,3,31,29,3,1,0,0,0,2,0,9,0,0,0,0,0,0,1,0.233,0.289,0.363,0.652,13,4,9.0,7,3,2,1,2,8,1,1,3.87,36,146,90,0.0,0.0,0,0,32,2,1,0,1,0,1,1,3,1,3
1,5,4,46,40,11,4,0,0,5,5,1,6,0,1,0,0,0,0,0,0.238,0.296,0.364,0.661,17,11,10.0,8,4,4,0,4,10,0,0,3.84,41,176,105,1.0,0.0,0,0,35,2,0,0,1,1,1,0,5,0,2
0,3,5,49,43,11,1,0,1,3,5,1,10,1,0,0,0,1,0,0,0.24,0.301,0.363,0.664,18,13,10.0,9,5,5,0,8,8,1,1,3.9,48,192,118,5.0,2.0,1,0,37,0,0,1,2,0,1,1,6,0,2
1,3,2,34,33,8,2,0,2,3,1,0,5,0,0,0,0,2,0,0,0.24,0.299,0.371,0.671,13,4,9.0,7,2,2,0,2,9,1,0,3.76,34,148,88,1.0,1.0,0,1,32,1,0,0,0,0,0,1,4,0,2
0,5,6,38,34,10,1,0,3,5,2,0,6,1,1,0,1,2,1,0,0.243,0.303,0.386,0.689,15,6,8.0,9,6,6,0,3,9,2,0,3.95,35,155,99,2.0,2.0,0,0,31,2,1,0,0,1,1,2,4,0,2
1,5,1,37,35,9,1,0,3,5,1,0,13,0,1,0,0,0,1,0,0.244,0.301,0.397,0.698,13,5,9.0,3,1,1,0,2,10,0,1,3.76,31,118,82,0.0,0.0,0,0,28,0,0,0,0,0,0,2,3,0,2
0,2,3,38,33,4,0,0,0,0,5,0,16,0,0,0,2,0,2,0,0.237,0.297,0.381,0.678,16,9,8.2,7,3,3,0,6,11,2,1,3.72,41,168,99,1.0,0.0,0,0,34,1,1,2,0,0,1,0,5,0,3
0,4,10,37,33,7,1,0,0,3,4,0,11,0,0,0,0,1,0,0,0.236,0.297,0.373,0.67,14,6,9.0,14,10,10,0,4,7,0,0,4.08,44,144,104,0.0,0.0,0,0,39,6,0,1,1,0,0,1,3,1,4
1,2,0,33,31,8,1,0,1,2,2,0,6,0,0,0,0,1,0,0,0.237,0.297,0.374,0.671,14,7,9.0,3,0,0,0,3,11,0,1,3.86,34,144,87,2.0,0.0,0,0,30,2,0,0,0,0,0,0,4,1,3
1,2,0,35,29,8,0,0,1,2,5,1,8,0,1,0,0,2,1,0,0.239,0.301,0.374,0.675,12,9,9.0,3,0,0,0,3,5,0,1,3.66,35,127,77,2.0,0.0,0,0,31,1,0,1,0,0,2,1,3,1,3
1,12,3,43,36,13,5,0,3,10,7,1,6,0,0,0,1,1,0,1,0.245,0.311,0.393,0.704,16,7,9.0,5,3,3,0,3,6,2,1,3.63,34,150,85,1.0,0.0,0,0,30,0,0,0,0,0,0,2,5,1,2
1,8,0,43,33,10,2,1,2,7,8,0,14,2,0,0,0,0,1,0,0.248,0.319,0.403,0.722,14,11,9.0,6,0,0,0,4,10,0,0,3.46,37,155,97,3.0,0.0,0,0,33,0,0,0,0,0,0,0,4,1,2
1,6,5,34,29,7,1,0,2,5,4,0,5,0,0,1,2,1,0,1,0.247,0.319,0.406,0.725,16,4,9.0,9,5,5,0,1,8,2,1,3.53,36,142,91,0.0,0.0,0,0,34,1,0,0,0,0,0,1,5,1,1
1,4,2,33,29,4,0,0,1,3,4,1,14,0,0,0,1,0,1,0,0.243,0.316,0.4,0.716,15,5,9.0,6,2,0,2,2,11,0,1,3.38,35,136,90,3.0,0.0,0,0,30,1,0,0,1,0,0,1,4,1,1
1,5,2,39,34,12,0,0,2,5,4,0,3,0,1,0,0,2,1,1,0.248,0.321,0.405,0.726,10,7,9.0,6,2,2,0,4,4,1,0,3.32,35,143,86,0.0,0.0,0,0,30,1,0,0,0,1,0,1,4,0,1
1,6,2,40,35,8,2,0,0,5,3,0,3,0,0,2,2,0,0,0,0.247,0.319,0.4,0.719,9,7,9.0,7,2,2,0,2,7,1,0,3.27,35,121,78,3.0,0.0,1,0,33,2,0,0,0,0,0,1,5,0,1
0,0,1,31,31,6,2,0,0,0,0,0,6,0,0,0,0,1,1,1,0.245,0.315,0.395,0.71,11,4,8.0,7,1,1,0,1,3,1,0,3.19,29,95,68,0.0,0.0,0,2,28,0,0,0,0,0,0,1,2,0,1
0,2,3,36,30,4,1,0,0,2,4,0,10,0,0,2,1,0,1,0,0.242,0.311,0.388,0.699,14,7,8.0,7,3,2,1,1,6,0,0,3.16,33,148,96,2.0,1.0,1,0,30,2,0,0,2,0,1,0,5,0,1
0,0,3,30,29,2,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0.236,0.305,0.379,0.685,12,3,8.0,6,3,3,0,2,9,0,1,3.17,33,132,91,0.0,0.0,1,0,28,2,0,0,2,0,0,0,3,0,2
0,0,2,31,27,2,0,0,0,0,4,0,6,0,0,0,0,2,2,0,0.232,0.302,0.371,0.673,15,4,8.0,5,2,2,0,2,5,0,1,3.14,32,119,78,2.0,0.0,0,0,28,1,1,1,0,1,0,0,4,0,3
1,6,5,40,35,9,1,0,2,5,5,0,4,0,0,0,0,1,5,0,0.233,0.304,0.374,0.678,15,7,9.0,7,5,5,0,5,12,0,1,3.2,38,135,83,4.0,2.0,0,1,31,4,0,0,0,1,0,1,5,0,3
1,7,6,36,33,9,1,1,3,7,2,0,7,0,1,0,0,0,0,1,0.234,0.304,0.382,0.686,14,2,9.0,11,6,5,1,6,6,2,0,3.26,43,143,80,3.0,1.0,2,1,35,0,0,0,1,1,1,0,4,0,1
1,3,1,40,39,12,2,0,1,3,1,0,11,0,0,0,2,1,1,0,0.237,0.305,0.384,0.689,15,10,9.0,4,1,1,0,5,4,0,0,3.19,35,137,81,0.0,0.0,0,0,30,1,0,0,0,0,0,1,3,0,1
0,4,6,38,35,9,2,0,2,4,3,0,12,0,0,0,0,1,0,0,0.237,0.305,0.387,0.692,16,7,9.0,9,6,6,0,6,5,3,1,3.28,41,163,101,0.0,0.0,0,0,34,0,0,0,0,0,0,1,4,1,2
1,5,3,37,31,9,3,0,0,4,6,1,5,0,0,0,0,1,0,0,0.239,0.308,0.387,0.695,14,8,9.0,4,3,3,0,4,9,1,0,3.27,35,148,94,0.0,0.0,1,0,30,0,0,0,0,1,0,0,3,1,2
0,0,9,30,28,2,0,0,0,0,2,0,14,0,0,0,0,1,0,0,0.235,0.304,0.38,0.684,16,3,9.0,13,9,8,1,4,9,3,0,3.4,44,184,113,1.0,1.0,0,0,39,1,1,0,0,1,0,0,4,1,2
1,3,2,34,32,8,1,0,2,3,2,1,5,0,0,0,2,1,0,0,0.235,0.304,0.382,0.686,15,7,9.0,6,2,2,0,2,10,2,0,3.36,34,148,98,2.0,0.0,0,0,32,1,0,0,0,0,0,0,5,1,1
0,2,6,31,29,5,1,0,0,2,1,0,14,0,0,1,0,2,0,0,0.234,0.301,0.378,0.679,14,2,9.0,11,6,6,0,2,10,2,0,3.44,39,155,93,0.0,0.0,2,0,37,2,1,0,0,0,0,0,4,1,2
1,5,2,42,35,12,2,0,1,5,5,0,6,1,0,1,0,1,0,1,0.237,0.305,0.381,0.686,15,10,9.0,5,2,2,0,4,11,1,0,3.4,34,125,79,3.0,0.0,0,0,30,0,1,0,0,0,0,1,5,0,2
1,11,10,50,43,17,4,0,2,11,6,0,7,0,0,1,0,2,2,0,0.242,0.31,0.389,0.699,18,9,10.0,16,10,10,0,4,8,2,0,3.56,49,224,137,2.0,2.0,1,0,44,2,2,0,0,1,0,1,7,0,2
0,0,4,36,32,5,1,0,0,0,4,0,10,0,0,0,1,1,0,0,0.24,0.309,0.384,0.693,14,9,8.0,9,4,4,0,2,5,2,0,3.58,35,120,78,0.0,0.0,0,0,33,3,1,0,0,0,0,0,3,0,3
1,7,3,43,40,13,4,0,2,7,2,0,15,1,0,0,0,0,0,0,0.242,0.311,0.39,0.7,15,9,9.0,6,3,3,0,3,15,2,0,3.56,37,160,102,2.0,0.0,0,0,34,0,0,0,0,0,1,0,5,0,1
1,7,2,39,36,10,2,0,2,7,2,0,12,0,0,1,0,0,3,0,0.243,0.311,0.393,0.703,13,5,9.0,5,2,2,0,4,6,0,0,3.53,36,134,78,0.0,0.0,0,0,31,1,0,0,0,1,0,0,3,0,1
0,1,2,33,32,5,3,0,0,1,1,0,10,0,0,0,1,1,0,0,0.241,0.308,0.389,0.697,14,5,8.0,3,2,2,0,4,7,0,0,3.5,31,112,69,3.0,1.0,0,0,25,0,0,1,2,0,1,1,4,0,1
1,8,2,38,36,10,2,0,4,8,2,0,2,0,0,0,0,0,1,0,0.242,0.308,0.396,0.704,13,3,9.0,4,2,2,0,4,11,1,0,3.47,35,155,96,0.0,0.0,1,0,31,0,1,0,0,0,0,0,4,0,1
1,8,3,44,38,15,4,0,3,7,5,1,9,0,0,1,0,2,0,0,0.246,0.312,0.405,0.717,9,9,9.0,8,3,3,0,1,10,1,0,3.46,36,143,93,1.0,0.0,0,0,34,2,0,0,0,1,0,0,4,0,1
1,5,4,35,30,6,1,0,2,4,3,0,6,1,0,1,0,2,0,0,0.245,0.311,0.405,0.717,9,3,9.0,5,4,4,0,8,14,1,0,3.47,36,142,85,2.0,0.0,1,0,28,2,0,0,0,0,0,3,4,0,1
